Drug_Name,Pattern,PubChem_ID,Source,norm,SMILES
Levalbuterol,"IV.a
                
IV - Airway involvement

                    IV.a - Bronchospasm - Wheezing - Asthma",123600,Both,levalbuterol,CC(C)(C)NCC(C1=CC(=C(C=C1)O)CO)O
Levamisole,"III.a
                
III - Pulmonary/alveolar./airway hemorrhage/bleeding

                    III.a - Alveolar hemorrhage (AH), diffuse AH (DAH)                


                  III.d
                
III - Pulmonary/alveolar./airway hemorrhage/bleeding

                    III.d - Alveolar hemorrhage, diffuse (ANCA-positive/-related)                


                  VI.b
                
VI - Pulmonary vasculopathies

                    VI.b - Pulmonary arterial hypertension                


                  IX.t
                
IX - Neuromuscular / CNS involvement - Disordered breathing (during sleep)

                    IX.t - CNS involvement/dysfunction/damage                


                  X.b
                
X - Systemic/Distant conditions, syndromes and reactions

                    X.b - Antiphospholipid antibodies w/wo the APL syndrome                


                  X.j
                
X - Systemic/Distant conditions, syndromes and reactions

                    X.j - Myopathy-Myositis-Polymyositis (see also under Xba)                


                  X.m
                
X - Systemic/Distant conditions, syndromes and reactions

                    X.m - Vascultis (pulmonary, extrathoracic or systemic)-ANCA status unknown or negative)                


                  X.s
                
X - Systemic/Distant conditions, syndromes and reactions

                    X.s - Vasculitis, pulmonary (w/wo AH), extrapulmonary, systemic: ANCA-positive                


                  X.ad
                
X - Systemic/Distant conditions, syndromes and reactions

                    X.ad - Skin purpura, ecchymoses or necrosis                


                  X.ak
                
X - Systemic/Distant conditions, syndromes and reactions

                    X.ak - Dual MPO-/PR3-ANCA systemic disease/vasculitis/pseudovasculitis                


                  XI.n
                
XI - Miscellaneous

                    XI.n - Neutropenia, agranulocytosis (w/wo infection/sepsis)                


                  XII.g
                
XII - Cardiovascular involvement / toxicity

                    XII.g - Coronary artery disease (acute) - Myocardial ischemia/infarction                


                  XV.al
                
XV - Pathology

                    XV.al - Path: Pulmonary hypertension incl. angiomatoid vasculopathy                


                  XV.aw
                
XV - Pathology

                    XV.aw - Path: Skin vasculopathy/vasculitis/fibrin thrombi                


                  XVIII.t
                
XVIII - Distinctive patterns - 'Eye-catchers'

                    XVIII.t - Eye catcher: Purpuric/Ecchymotic/Cyanotic lesions of the earlobes and/or nose",26879,Pneumotox_only,levamisole,C1CSC2=NC(CN21)C3=CC=CC=C3
Levamisole-adulterated/tainted cocaine,"III.a
                
III - Pulmonary/alveolar./airway hemorrhage/bleeding

                    III.a - Alveolar hemorrhage (AH), diffuse AH (DAH)                


                  III.b
                
III - Pulmonary/alveolar./airway hemorrhage/bleeding

                    III.b - Pneumorenal syndrome (w/wo ANCAs)                


                  III.c
                
III - Pulmonary/alveolar./airway hemorrhage/bleeding

                    III.c - Hemoptysis                


                  V.a
                
V - Pleural and/or pericardial involvement

                    V.a - Pleural effusion (uni- or bilateral) (can accompany DI-LDs)                


                  V.m
                
V - Pleural and/or pericardial involvement

                    V.m - Pleuropericarditis - Pleuropericardial effusion (ANA unknown or negative)                


                  VI.b
                
VI - Pulmonary vasculopathies

                    VI.b - Pulmonary arterial hypertension                


                  VI.d
                
VI - Pulmonary vasculopathies

                    VI.d - Pulmonary vasculitis or capillaritis                


                  VIII.i
                
VIII - Central-large-upper airway (incl. pharyngeal-nasal) involvement

                    VIII.i - Midline destructive lesions                


                  VIII.o
                
VIII - Central-large-upper airway (incl. pharyngeal-nasal) involvement

                    VIII.o - Perforation of the nasal septum                


                  VIII.ai
                
VIII - Central-large-upper airway (incl. pharyngeal-nasal) involvement

                    VIII.ai - Nasal, palatal and/or pharyngeal pathology                


                  IX.t
                
IX - Neuromuscular / CNS involvement - Disordered breathing (during sleep)

                    IX.t - CNS involvement/dysfunction/damage                


                  X.j
                
X - Systemic/Distant conditions, syndromes and reactions

                    X.j - Myopathy-Myositis-Polymyositis (see also under Xba)                


                  X.o
                
X - Systemic/Distant conditions, syndromes and reactions

                    X.o - Neutrophilic dermatosis (Pyoderma, Sweet syndrome)                


                  X.s
                
X - Systemic/Distant conditions, syndromes and reactions

                    X.s - Vasculitis, pulmonary (w/wo AH), extrapulmonary, systemic: ANCA-positive                


                  X.ad
                
X - Systemic/Distant conditions, syndromes and reactions

                    X.ad - Skin purpura, ecchymoses or necrosis                


                  X.ak
                
X - Systemic/Distant conditions, syndromes and reactions

                    X.ak - Dual MPO-/PR3-ANCA systemic disease/vasculitis/pseudovasculitis                


                  XI.n
                
XI - Miscellaneous

                    XI.n - Neutropenia, agranulocytosis (w/wo infection/sepsis)                


                  XI.r
                
XI - Miscellaneous

                    XI.r - Death following exposure or poisoning                


                  XII.g
                
XII - Cardiovascular involvement / toxicity

                    XII.g - Coronary artery disease (acute) - Myocardial ischemia/infarction                


                  XII.aa
                
XII - Cardiovascular involvement / toxicity

                    XII.aa - Arterial (aorta, limb) vasoconstriction and/or ischemia, acute                


                  XV.al
                
XV - Pathology

                    XV.al - Path: Pulmonary hypertension incl. angiomatoid vasculopathy                


                  XV.aw
                
XV - Pathology

                    XV.aw - Path: Skin vasculopathy/vasculitis/fibrin thrombi                


                  XVI.b
                
XVI - Imaging

                    XVI.b - Imaging: Ground-glass opacities (GGO) / shadowing                


                  XVIII.t
                
XVIII - Distinctive patterns - 'Eye-catchers'

                    XVIII.t - Eye catcher: Purpuric/Ecchymotic/Cyanotic lesions of the earlobes and/or nose",NOT_FOUND,Pneumotox_only,levamisole-adulterated/tainted cocaine,
Levetiracetam,"I.b
                
I - Interstitial/parenchymal lung disease

                    I.b - Pneumonitis (ILD)                


                  I.c
                
I - Interstitial/parenchymal lung disease

                    I.c - Eosinophilic pneumonia (pulmonary infiltrates and eosinophilia)                


                  X.a
                
X - Systemic/Distant conditions, syndromes and reactions

                    X.a - DRES syndrome - DRESS-like reaction                


                  X.f
                
X - Systemic/Distant conditions, syndromes and reactions

                    X.f - Anaphylaxis-Anaphylactoid reaction (can be fatal)",5284583,Both,levetiracetam,CCC(C(=O)N)N1CCCC1=O
Levodopa (l-DOPA),"IX.b
                
IX - Neuromuscular / CNS involvement - Disordered breathing (during sleep)

                    IX.b - Respiratory dyskinesia                


                  IX.e
                
IX - Neuromuscular / CNS involvement - Disordered breathing (during sleep)

                    IX.e - Disordered breathing pattern incl. Cheyne-Stokes respiration                


                  IX.f
                
IX - Neuromuscular / CNS involvement - Disordered breathing (during sleep)

                    IX.f - Hiccup                


                  IX.g
                
IX - Neuromuscular / CNS involvement - Disordered breathing (during sleep)

                    IX.g - Hyperpnea - Hyperventilation - Low PaCO2                


                  IX.h
                
IX - Neuromuscular / CNS involvement - Disordered breathing (during sleep)

                    IX.h - Dyspnea, unexplained otherwise                


                  IX.l
                
IX - Neuromuscular / CNS involvement - Disordered breathing (during sleep)

                    IX.l - Tachypnea                


                  X.d
                
X - Systemic/Distant conditions, syndromes and reactions

                    X.d - Lupus - Lupus syndrome (see also Vd)",NOT_FOUND,Pneumotox_only,levodopa (l-dopa),
Levofloxacin,"I.b
                
I - Interstitial/parenchymal lung disease

                    I.b - Pneumonitis (ILD)                


                  I.c
                
I - Interstitial/parenchymal lung disease

                    I.c - Eosinophilic pneumonia (pulmonary infiltrates and eosinophilia)                


                  IX.g
                
IX - Neuromuscular / CNS involvement - Disordered breathing (during sleep)

                    IX.g - Hyperpnea - Hyperventilation - Low PaCO2                


                  X.f
                
X - Systemic/Distant conditions, syndromes and reactions

                    X.f - Anaphylaxis-Anaphylactoid reaction (can be fatal)",149096,Both,levofloxacin,CC1COC2=C3N1C=C(C(=O)C3=CC(=C2N4CCN(CC4)C)F)C(=O)O
Levofolinate,"II.a
                
II - Pulmonary edema - Acute lung injury - ARDS

                    II.a - Pulmonary edema, noncardiogenic (NCPE)",135398559,Pneumotox_only,levofolinate,C1C(N(C2=C(N1)N=C(NC2=O)N)C=O)CNC3=CC=C(C=C3)C(=O)NC(CCC(=O)O)C(=O)O
Levomepromazine,"VIII.c
                
VIII - Central-large-upper airway (incl. pharyngeal-nasal) involvement

                    VIII.c - Upper airway obstruction other than angioedema or hematoma",72287,Pneumotox_only,levomepromazine,CC(CN1C2=CC=CC=C2SC3=C1C=C(C=C3)OC)CN(C)C
Levonorgestrel,"III.a
                
III - Pulmonary/alveolar./airway hemorrhage/bleeding

                    III.a - Alveolar hemorrhage (AH), diffuse AH (DAH)",13109,Both,levonorgestrel,CCC12CCC3C(C1CCC2(C#C)O)CCC4=CC(=O)CCC34
Licorice,"IX.v
                
IX - Neuromuscular / CNS involvement - Disordered breathing (during sleep)

                    IX.v - Generalized myopathy/muscle weakness                


                  XII.g
                
XII - Cardiovascular involvement / toxicity

                    XII.g - Coronary artery disease (acute) - Myocardial ischemia/infarction",NOT_FOUND,Pneumotox_only,licorice,
"Lidocaine (lignocaine, xylocaine)","II.a
                
II - Pulmonary edema - Acute lung injury - ARDS

                    II.a - Pulmonary edema, noncardiogenic (NCPE)                


                  II.b
                
II - Pulmonary edema - Acute lung injury - ARDS

                    II.b - ARDS - Acute lung injury                


                  II.g
                
II - Pulmonary edema - Acute lung injury - ARDS

                    II.g - Negative pressure pulmonary edema (NPPE)                


                  IV.a
                
IV - Airway involvement

                    IV.a - Bronchospasm - Wheezing - Asthma                


                  IV.f
                
IV - Airway involvement

                    IV.f - Severe or catastrophic bronchospasm or asthma attack (can be fatal)                


                  VIII.a
                
VIII - Central-large-upper airway (incl. pharyngeal-nasal) involvement

                    VIII.a - Angioedema (may cause UAO, asphyxia and death)                


                  VIII.f
                
VIII - Central-large-upper airway (incl. pharyngeal-nasal) involvement

                    VIII.f - Central airway instability - Tracheomalacia                


                  X.f
                
X - Systemic/Distant conditions, syndromes and reactions

                    X.f - Anaphylaxis-Anaphylactoid reaction (can be fatal)                


                  XI.a
                
XI - Miscellaneous

                    XI.a - Cyanosis, a low SpO2 and normal measured PaO2                


                  XI.r
                
XI - Miscellaneous

                    XI.r - Death following exposure or poisoning                


                  XII.l
                
XII - Cardiovascular involvement / toxicity

                    XII.l - Cardiac arrhythmias or dysrhythmias (AF, VT, VF, TdP)                


                  XII.m
                
XII - Cardiovascular involvement / toxicity

                    XII.m - Cardiac- cardiorespiratory/pulmonary arrest                


                  XIV.a
                
XIV - Hemoglobinopathies - Abnormal hemoglobin states (acquired)

                    XIV.a - Methemoglobinemia",NOT_FOUND,Pneumotox_only,"lidocaine (lignocaine, xylocaine)",
Lidocaine (topical),"XIV.a
                
XIV - Hemoglobinopathies - Abnormal hemoglobin states (acquired)

                    XIV.a - Methemoglobinemia",NOT_FOUND,Pneumotox_only,lidocaine (topical),
Linagliptin,"IV.d
                
IV - Airway involvement

                    IV.d - Cough (lone)",10096344,Both,linagliptin,CC#CCN1C2=C(N=C1N3CCCC(C3)N)N(C(=O)N(C2=O)CC4=NC5=CC=CC=C5C(=N4)C)C
Linezolid,"XI.d
                
XI - Miscellaneous

                    XI.d - Metabolic acidosis (incl. lactic acidosis/-gap). May cause hyperpnea/dyspnea",441401,Both,linezolid,CC(=O)NCC1CN(C(=O)O1)C2=CC(=C(C=C2)N3CCOCC3)F
Lipid-lowering drugs,,NOT_FOUND,Pneumotox_only,lipid-lowering drugs,
Lipids (parenteral),"II.a
                
II - Pulmonary edema - Acute lung injury - ARDS

                    II.a - Pulmonary edema, noncardiogenic (NCPE)                


                  II.b
                
II - Pulmonary edema - Acute lung injury - ARDS

                    II.b - ARDS - Acute lung injury                


                  II.f
                
II - Pulmonary edema - Acute lung injury - ARDS

                    II.f - Hypoxemia, low oxygen saturation (may occur in isolation)                


                  IV.a
                
IV - Airway involvement

                    IV.a - Bronchospasm - Wheezing - Asthma                


                  VI.e
                
VI - Pulmonary vasculopathies

                    VI.e - Fat/oil embolism - The FES embolism syndrome                


                  VI.n
                
VI - Pulmonary vasculopathies

                    VI.n - Crystal pulmonary embolism                


                  XV.p
                
XV - Pathology

                    XV.p - Path: Exogenous lipoid pneumonia                


                  XV.ae
                
XV - Pathology

                    XV.ae - Path: Lipid/fat embolism (see also VIe)                


                  XXIV.c
                
XXIV - Veterinary medicine

                    XXIV.c - Veterinary: Pulmonary edema",NOT_FOUND,Pneumotox_only,lipids (parenteral),
Lipiodol - Iodinated/iodized oil (RCM),"II.b
                
II - Pulmonary edema - Acute lung injury - ARDS

                    II.b - ARDS - Acute lung injury                


                  III.a
                
III - Pulmonary/alveolar./airway hemorrhage/bleeding

                    III.a - Alveolar hemorrhage (AH), diffuse AH (DAH)                


                  VI.e
                
VI - Pulmonary vasculopathies

                    VI.e - Fat/oil embolism - The FES embolism syndrome                


                  VIII.a
                
VIII - Central-large-upper airway (incl. pharyngeal-nasal) involvement

                    VIII.a - Angioedema (may cause UAO, asphyxia and death)                


                  XVI.ax
                
XVI - Imaging

                    XVI.ax - Imaging: Foreign body pulmonary embolism                


                  XVIII.h
                
XVIII - Distinctive patterns - 'Eye-catchers'

                    XVIII.h - Eye-catcher: Lipiodol embolism",NOT_FOUND,Pneumotox_only,lipiodol - iodinated/iodized oil (rcm),
Liposuction,"II.a
                
II - Pulmonary edema - Acute lung injury - ARDS

                    II.a - Pulmonary edema, noncardiogenic (NCPE)                


                  II.b
                
II - Pulmonary edema - Acute lung injury - ARDS

                    II.b - ARDS - Acute lung injury                


                  II.f
                
II - Pulmonary edema - Acute lung injury - ARDS

                    II.f - Hypoxemia, low oxygen saturation (may occur in isolation)                


                  V.a
                
V - Pleural and/or pericardial involvement

                    V.a - Pleural effusion (uni- or bilateral) (can accompany DI-LDs)                


                  V.f
                
V - Pleural and/or pericardial involvement

                    V.f - Pneumothorax                


                  VI.a
                
VI - Pulmonary vasculopathies

                    VI.a - Pulmonary embolism - Venous thrombosis/thromboembolism                


                  VI.e
                
VI - Pulmonary vasculopathies

                    VI.e - Fat/oil embolism - The FES embolism syndrome                


                  XII.w
                
XII - Cardiovascular involvement / toxicity

                    XII.w - Asystole                


                  XV.ae
                
XV - Pathology

                    XV.ae - Path: Lipid/fat embolism (see also VIe)                


                  XVI.m
                
XVI - Imaging

                    XVI.m - Imaging: Interlobular septal thickening                


                  XVI.n
                
XVI - Imaging

                    XVI.n - Imaging: Intralobular septal thickening - Crazy paving",NOT_FOUND,Pneumotox_only,liposuction,
Lipstick,"I.j
                
I - Interstitial/parenchymal lung disease

                    I.j - Exogenous lipoid pneumonia (subacute, acute)",NOT_FOUND,Pneumotox_only,lipstick,
Liquorice,"II.d
                
II - Pulmonary edema - Acute lung injury - ARDS

                    II.d - Pulmonary edema, cardiogenic",NOT_FOUND,Pneumotox_only,liquorice,
Lisinopril,"IV.d
                
IV - Airway involvement

                    IV.d - Cough (lone)                


                  V.b
                
V - Pleural and/or pericardial involvement

                    V.b - Eosinophilic pleural effusion                


                  VIII.a
                
VIII - Central-large-upper airway (incl. pharyngeal-nasal) involvement

                    VIII.a - Angioedema (may cause UAO, asphyxia and death)                


                  VIII.e
                
VIII - Central-large-upper airway (incl. pharyngeal-nasal) involvement

                    VIII.e - Laryngospasm (a.k.a. laryngismus)                


                  VIII.q
                
VIII - Central-large-upper airway (incl. pharyngeal-nasal) involvement

                    VIII.q - Tongue involvement (edema, glossitis, hematoma)                


                  X.d
                
X - Systemic/Distant conditions, syndromes and reactions

                    X.d - Lupus - Lupus syndrome (see also Vd)                


                  X.au
                
X - Systemic/Distant conditions, syndromes and reactions

                    X.au - Visceral angioedema (can cause relapsing abdominal pain)",5362119,Both,lisinopril,C1CC(N(C1)C(=O)C(CCCCN)NC(CCC2=CC=CC=C2)C(=O)O)C(=O)O
Lisuride,"I.b
                
I - Interstitial/parenchymal lung disease

                    I.b - Pneumonitis (ILD)                


                  V.c
                
V - Pleural and/or pericardial involvement

                    V.c - Pleural thickening - Fibrothorax                


                  XII.b
                
XII - Cardiovascular involvement / toxicity

                    XII.b - Valvular heart disease and/or dysfunction                


                  XII.af
                
XII - Cardiovascular involvement / toxicity

                    XII.af - Coronary vasospasm - Vasospastic angina",28864,Both,lisuride,CCN(CC)C(=O)NC1CN(C2CC3=CNC4=CC=CC(=C34)C2=C1)C
"Lithium, lithium poisoning","II.b
                
II - Pulmonary edema - Acute lung injury - ARDS

                    II.b - ARDS - Acute lung injury                


                  VIII.c
                
VIII - Central-large-upper airway (incl. pharyngeal-nasal) involvement

                    VIII.c - Upper airway obstruction other than angioedema or hematoma                


                  XII.d
                
XII - Cardiovascular involvement / toxicity

                    XII.d - Myocarditis (can be fulminant)                


                  XII.s
                
XII - Cardiovascular involvement / toxicity

                    XII.s - Heart block (bundle branch- or AV-)                


                  XII.x
                
XII - Cardiovascular involvement / toxicity

                    XII.x - Sinus arrest                


                  XII.ai
                
XII - Cardiovascular involvement / toxicity

                    XII.ai - Cardiotoxicity",NOT_FOUND,Pneumotox_only,"lithium, lithium poisoning",
Lithotrypsy,"V.f
                
V - Pleural and/or pericardial involvement

                    V.f - Pneumothorax",NOT_FOUND,Pneumotox_only,lithotrypsy,
Lomustine (CCNU),"I.a
                
I - Interstitial/parenchymal lung disease

                    I.a - Pneumonitis (ILD), acute and/or severe (may cause ARDS)                


                  I.g
                
I - Interstitial/parenchymal lung disease

                    I.g - Pulmonary fibrosis                


                  I.h
                
I - Interstitial/parenchymal lung disease

                    I.h - Subclinical pulmonary infiltrates/ILD                


                  I.l
                
I - Interstitial/parenchymal lung disease

                    I.l - Diffuse alveolar damage (DAD) (see alsoo under IIb and XVf)                


                  I.v
                
I - Interstitial/parenchymal lung disease

                    I.v - Abnormal lung function/pulmonary physiology (PFTs) without necessarily imaging or clinical evidence                


                  XXIV.a
                
XXIV - Veterinary medicine

                    XXIV.a - Veterinary: Pneumonitis - Interstitial lung disease                


                  XXIV.b
                
XXIV - Veterinary medicine

                    XXIV.b - Veterinary: Pulmonary fibrosis",NOT_FOUND,Pneumotox_only,lomustine (ccnu),
Loperamide,"II.a
                
II - Pulmonary edema - Acute lung injury - ARDS

                    II.a - Pulmonary edema, noncardiogenic (NCPE)                


                  IX.d
                
IX - Neuromuscular / CNS involvement - Disordered breathing (during sleep)

                    IX.d - Respiratory failure from ventilatory depression (due to neuromuscular blockade/paralysis)                


                  X.f
                
X - Systemic/Distant conditions, syndromes and reactions

                    X.f - Anaphylaxis-Anaphylactoid reaction (can be fatal)                


                  XI.r
                
XI - Miscellaneous

                    XI.r - Death following exposure or poisoning                


                  XII.e
                
XII - Cardiovascular involvement / toxicity

                    XII.e - Takotsubo (stress) cardiomyopathy                


                  XII.l
                
XII - Cardiovascular involvement / toxicity

                    XII.l - Cardiac arrhythmias or dysrhythmias (AF, VT, VF, TdP)                


                  XII.m
                
XII - Cardiovascular involvement / toxicity

                    XII.m - Cardiac- cardiorespiratory/pulmonary arrest                


                  XII.p
                
XII - Cardiovascular involvement / toxicity

                    XII.p - QTc prolongation                


                  XII.s
                
XII - Cardiovascular involvement / toxicity

                    XII.s - Heart block (bundle branch- or AV-)                


                  XII.t
                
XII - Cardiovascular involvement / toxicity

                    XII.t - Torsades de pointe                


                  XII.ag
                
XII - Cardiovascular involvement / toxicity

                    XII.ag - Bradycardia                


                  XII.ai
                
XII - Cardiovascular involvement / toxicity

                    XII.ai - Cardiotoxicity",3955,Both,loperamide,CN(C)C(=O)C(CCN1CCC(CC1)(C2=CC=C(C=C2)Cl)O)(C3=CC=CC=C3)C4=CC=CC=C4
Loratadine,"VIII.a
                
VIII - Central-large-upper airway (incl. pharyngeal-nasal) involvement

                    VIII.a - Angioedema (may cause UAO, asphyxia and death)",3957,Both,loratadine,CCOC(=O)N1CCC(=C2C3=C(CCC4=C2N=CC=C4)C=C(C=C3)Cl)CC1
Lorazepam,"IX.a
                
IX - Neuromuscular / CNS involvement - Disordered breathing (during sleep)

                    IX.a - Diaphragm/inspiratory muscle weakness/paralysis (w/wo ARF)",3958,Both,lorazepam,C1=CC=C(C(=C1)C2=NC(C(=O)NC3=C2C=C(C=C3)Cl)O)Cl
Lorcaserin,"XII.b
                
XII - Cardiovascular involvement / toxicity

                    XII.b - Valvular heart disease and/or dysfunction",11673085,Both,lorcaserin,CC1CNCCC2=C1C=C(C=C2)Cl.Cl
Lorlatinib,"I.a
                
I - Interstitial/parenchymal lung disease

                    I.a - Pneumonitis (ILD), acute and/or severe (may cause ARDS)                


                  I.b
                
I - Interstitial/parenchymal lung disease

                    I.b - Pneumonitis (ILD)                


                  I.ad
                
I - Interstitial/parenchymal lung disease

                    I.ad - Radiation recall pneumonitis                


                  II.b
                
II - Pulmonary edema - Acute lung injury - ARDS

                    II.b - ARDS - Acute lung injury                


                  VI.b
                
VI - Pulmonary vasculopathies

                    VI.b - Pulmonary arterial hypertension                


                  IX.r
                
IX - Neuromuscular / CNS involvement - Disordered breathing (during sleep)

                    IX.r - Myasthenia gravis - Myasthenic-like syndrome",71731823,Both,lorlatinib,CC1C2=C(C=CC(=C2)F)C(=O)N(CC3=NN(C(=C3C4=CC(=C(N=C4)N)O1)C#N)C)C
Losartan,"II.a
                
II - Pulmonary edema - Acute lung injury - ARDS

                    II.a - Pulmonary edema, noncardiogenic (NCPE)                


                  IV.a
                
IV - Airway involvement

                    IV.a - Bronchospasm - Wheezing - Asthma                


                  IV.d
                
IV - Airway involvement

                    IV.d - Cough (lone)                


                  VIII.a
                
VIII - Central-large-upper airway (incl. pharyngeal-nasal) involvement

                    VIII.a - Angioedema (may cause UAO, asphyxia and death)                


                  X.f
                
X - Systemic/Distant conditions, syndromes and reactions

                    X.f - Anaphylaxis-Anaphylactoid reaction (can be fatal)",3961,Both,losartan,CCCCC1=NC(=C(N1CC2=CC=C(C=C2)C3=CC=CC=C3C4=NNN=N4)CO)Cl
Lovastatin,"X.d
                
X - Systemic/Distant conditions, syndromes and reactions

                    X.d - Lupus - Lupus syndrome (see also Vd)",53232,Both,lovastatin,CCC(C)C(=O)OC1CC(C=C2C1C(C(C=C2)C)CCC3CC(CC(=O)O3)O)C
Loxoprofen,"I.b
                
I - Interstitial/parenchymal lung disease

                    I.b - Pneumonitis (ILD)                


                  I.c
                
I - Interstitial/parenchymal lung disease

                    I.c - Eosinophilic pneumonia (pulmonary infiltrates and eosinophilia)                


                  I.d
                
I - Interstitial/parenchymal lung disease

                    I.d - Organizing pneumonia pattern (an area or areas of consolidation on imaging)                


                  IV.a
                
IV - Airway involvement

                    IV.a - Bronchospasm - Wheezing - Asthma                


                  XII.ay
                
XII - Cardiovascular involvement / toxicity

                    XII.ay - Coronary (artery) vasculitis                


                  XII.bj
                
XII - Cardiovascular involvement / toxicity

                    XII.bj - Eosinophilic coronary (peri)-arteritis                


                  XV.cm
                
XV - Pathology

                    XV.cm - Path: Coronary vasculitis w/wo eosinophilia",3965,Pneumotox_only,loxoprofen,CC(C1=CC=C(C=C1)CC2CCCC2=O)C(=O)O
Lubiprostone,"XI.bk
                
XI - Miscellaneous

                    XI.bk - Finger clubbing",157920,Both,lubiprostone,CCCCC(C1(CCC2C(O1)CC(=O)C2CCCCCCC(=O)O)O)(F)F
Lubricant mineral oil (orally),"II.b
                
II - Pulmonary edema - Acute lung injury - ARDS

                    II.b - ARDS - Acute lung injury                


                  III.a
                
III - Pulmonary/alveolar./airway hemorrhage/bleeding

                    III.a - Alveolar hemorrhage (AH), diffuse AH (DAH)",NOT_FOUND,Pneumotox_only,lubricant mineral oil (orally),
Lutetium 177 (177Lu vipivotide tetraxetan),"I.a
                
I - Interstitial/parenchymal lung disease

                    I.a - Pneumonitis (ILD), acute and/or severe (may cause ARDS)                


                  I.b
                
I - Interstitial/parenchymal lung disease

                    I.b - Pneumonitis (ILD)                


                  I.ab
                
I - Interstitial/parenchymal lung disease

                    I.ab - Radiation-induced lung injury (RILI)",NOT_FOUND,Pneumotox_only,lutetium 177 (177lu vipivotide tetraxetan),
Lymphocyte (donor) infusion,"I.b
                
I - Interstitial/parenchymal lung disease

                    I.b - Pneumonitis (ILD)                


                  II.a
                
II - Pulmonary edema - Acute lung injury - ARDS

                    II.a - Pulmonary edema, noncardiogenic (NCPE)",NOT_FOUND,Pneumotox_only,lymphocyte (donor) infusion,
Lymphography,"II.b
                
II - Pulmonary edema - Acute lung injury - ARDS

                    II.b - ARDS - Acute lung injury                


                  III.a
                
III - Pulmonary/alveolar./airway hemorrhage/bleeding

                    III.a - Alveolar hemorrhage (AH), diffuse AH (DAH)                


                  VI.e
                
VI - Pulmonary vasculopathies

                    VI.e - Fat/oil embolism - The FES embolism syndrome",NOT_FOUND,Pneumotox_only,lymphography,
MDMA (see under ecstasy),,NOT_FOUND,Pneumotox_only,mdma (see under ecstasy),
MT-45,"XI.r
                
XI - Miscellaneous

                    XI.r - Death following exposure or poisoning",431865,Pneumotox_only,mt-45,C1CCC(CC1)N2CCN(CC2)C(CC3=CC=CC=C3)C4=CC=CC=C4
MTOR inhibitors,"I.a
                
I - Interstitial/parenchymal lung disease

                    I.a - Pneumonitis (ILD), acute and/or severe (may cause ARDS)                


                  I.b
                
I - Interstitial/parenchymal lung disease

                    I.b - Pneumonitis (ILD)                


                  I.d
                
I - Interstitial/parenchymal lung disease

                    I.d - Organizing pneumonia pattern (an area or areas of consolidation on imaging)                


                  I.l
                
I - Interstitial/parenchymal lung disease

                    I.l - Diffuse alveolar damage (DAD) (see alsoo under IIb and XVf)                


                  I.m
                
I - Interstitial/parenchymal lung disease

                    I.m - ILD with a granulomatous component                


                  I.p
                
I - Interstitial/parenchymal lung disease

                    I.p - Fatal pneumonitis (ILD)                


                  III.a
                
III - Pulmonary/alveolar./airway hemorrhage/bleeding

                    III.a - Alveolar hemorrhage (AH), diffuse AH (DAH)                


                  VI.d
                
VI - Pulmonary vasculopathies

                    VI.d - Pulmonary vasculitis or capillaritis                


                  VIII.a
                
VIII - Central-large-upper airway (incl. pharyngeal-nasal) involvement

                    VIII.a - Angioedema (may cause UAO, asphyxia and death)                


                  XI.w
                
XI - Miscellaneous

                    XI.w - Cavitation/necrosis of lung tumor or metastases                


                  XV.g
                
XV - Pathology

                    XV.g - Path: Alveolar hemorrhage (see also IIIa)                


                  XVI.bf
                
XVI - Imaging

                    XVI.bf - Imaging: Tumoral cavitation                


                  XVII.a
                
XVII - Infections & related conditions

                    XVII.a - Respiratory tract infection incl. pneumonia",NOT_FOUND,Pneumotox_only,mtor inhibitors,
Macitentan,"II.d
                
II - Pulmonary edema - Acute lung injury - ARDS

                    II.d - Pulmonary edema, cardiogenic",16004692,Both,macitentan,CCCNS(=O)(=O)NC1=C(C(=NC=N1)OCCOC2=NC=C(C=N2)Br)C3=CC=C(C=C3)Br
Macro-aggregated albumin (& 99Tc tagged),"VI.i
                
VI - Pulmonary vasculopathies

                    VI.i - Acute pulmonary hypertension                


                  X.f
                
X - Systemic/Distant conditions, syndromes and reactions

                    X.f - Anaphylaxis-Anaphylactoid reaction (can be fatal)",NOT_FOUND,Pneumotox_only,macro-aggregated albumin (& 99tc tagged),
Magnesium-containing drugs,"IX.d
                
IX - Neuromuscular / CNS involvement - Disordered breathing (during sleep)

                    IX.d - Respiratory failure from ventilatory depression (due to neuromuscular blockade/paralysis)",NOT_FOUND,Pneumotox_only,-containing drugs,
Malachite green,"XIV.a
                
XIV - Hemoglobinopathies - Abnormal hemoglobin states (acquired)

                    XIV.a - Methemoglobinemia",11294,Pneumotox_only,malachite green,CN(C)C1=CC=C(C=C1)C(=C2C=CC(=[N+](C)C)C=C2)C3=CC=CC=C3.[Cl-]
Malaria prophylaxis,,NOT_FOUND,Pneumotox_only,malaria prophylaxis,
Malathion,"IX.d
                
IX - Neuromuscular / CNS involvement - Disordered breathing (during sleep)

                    IX.d - Respiratory failure from ventilatory depression (due to neuromuscular blockade/paralysis)",4004,Pneumotox_only,malathion,CCOC(=O)CC(C(=O)OCC)SP(=S)(OC)OC
Mammaplasty,,NOT_FOUND,Pneumotox_only,mammaplasty,
